04:46:10.975665 IP 10.253.0.2.43081 > 10.253.0.1.54193: UDP, length 50
04:46:10.975677 IP 10.253.0.1.54193 > 10.253.0.2.43081: UDP, length 36
04:46:10.975735 IP 10.253.0.1.54193 > 10.253.0.2.43081: UDP, length 36
04:46:10.975806 IP 10.253.0.1.54193 > 10.253.0.2.43081: UDP, length 61
04:46:10.975854 IP 10.253.0.2.43081 > 10.253.0.1.54193: UDP, length 36
04:46:10.975894 IP 10.253.0.1.54193 > 10.253.0.2.43081: UDP, length 51
04:46:10.975939 IP 10.253.0.2.43081 > 10.253.0.1.54193: UDP, length 36
04:46:10.975961 IP 10.253.0.1.54193 > 10.253.0.2.43081: UDP, length 54
04:46:10.975981 IP 10.253.0.2.43081 > 10.253.0.1.54193: UDP, length 61
04:46:10.976011 IP 10.253.0.1.54193 > 10.253.0.2.43081: UDP, length 36
04:46:10.976022 IP 10.253.0.2.43081 > 10.253.0.1.54193: UDP, length 36
04:46:10.976077 IP 10.253.0.2.43081 > 10.253.0.1.54193: UDP, length 61
04:46:10.976118 IP 10.253.0.1.54193 > 10.253.0.2.43081: UDP, length 36
04:46:10.977250 IP 10.253.0.1.54193 > 10.253.0.2.43081: UDP, length 49
04:46:10.977297 IP 10.253.0.2.43081 > 10.253.0.1.54193: UDP, length 36
04:46:10.977339 IP 10.253.0.2.43081 > 10.253.0.1.54193: UDP, length 61
04:46:10.977385 IP 10.253.0.1.54193 > 10.253.0.2.43081: UDP, length 36
04:46:10.977452 IP 10.253.0.1.54193 > 10.253.0.2.43081: UDP, length 61
